SN,File No,Subject,Vote of Charge,Department,Naration,Proposed Amount,Actual Amount,Status,Remarks,Date Sent,Date Approved,Proposed Amount_num,Actual Amount_num,Stage,Pending Value,Aging Days,Aging Bucket
54,CIC/ADC 196.S3 III  (2026),SEMINARS,Operational Expenses -: 004/04002/01/701/11009/0000/40848,Admin/HR,"REQUEST FOR RELEASE OF FUNDS TO ATTEND ONE-WEEK VISIONARY LEADERSHIP AND STRATEGIC THINKING IN BOTH UNITED KINGDOM (UK) AND AMSTERDAM, THE NETHERLANDS","₦64,063,406.00",₦0.00,Awaiting Approval - Mr Governor (MG),,25/02/26,01/01/70,64063406.0,0.0,MG,64063406.0,51,31–60 days
105,CIC/ADC 1153,CONFERENCES/SUMMIT,Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Admin/HR,"RE: RECOGNITION AWARD & KEYNOTE SPEAKER AT THE 2026 INSTINCT WOMEN CONFERENCE & AWARD, NAIROBI, KENYA","₦13,448,504.00",₦0.00,Awaiting Approval - Mr Governor (MG),,25/02/26,01/01/70,13448504.0,0.0,MG,13448504.0,51,31–60 days
248,LASCOCO/A&HR/S.T/007 vOI,STAFF TRAINING,LASCOCO -: 004/04002/01/701/11009/0000/40848,LASCOCO,TRAINING PROGRAMMES FOR THE AREA AND ASSISTANT AREA OFFICERS OF THE COOPERATIVES AREA OFFICES OF THE DEPARTMENT OF COOPERATIVE SERVICES,"₦4,993,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,25/03/26,01/01/70,4993000.0,0.0,DG,4993000.0,23,15–30 days
68,CIC/AD. 94 IV  (2026),OFFICE FURNITURE AND EQUIPMENT,Office Equipment and Renovation -: 004/4002/02/777/11009/6129/45011,Admin/HR,REQUEST FOR RELEASE OF FUNDS FOR THE PROCUREMENT OF OFFICE FURNITURE,"₦74,090,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,27/03/26,01/01/70,74090000.0,0.0,DG,74090000.0,21,15–30 days
208,CCTI/ADC 196 III     (2026),TRAINING- GENERAL,Seminar  & Conferences -: 004/04002/01/704/11009/0000/40502,Admin/HR,REQUEST FOR APPROVAL TO PARTICIPATE IN A TWO (2) DAYS STAKEHOLDERS NATIONAL WORKSHOP ON THE ROLE AND IMPACT OF THE TAX REFORM ON THE EFFECTIVE BUDGET IMPLEMENTATION AMONG THE TIRES OF GOVERNMENT IN NIGERIA,"₦2,696,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,27/03/26,01/01/70,2696000.0,0.0,DG,2696000.0,21,15–30 days
251,CCTI/AD. 2 II    (2026),STATIONERY/CONSUMABLES,Special Duties Expenses -: 004/04002/01/776/11009/0000/40612,Admin/HR,RELEASE OF FUNDS FOR THE PURCHASE OF STATIONERY ITEMS FOR THE MINISTRY,"₦19,647,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,27/03/26,01/01/70,19647000.0,0.0,DG,19647000.0,21,15–30 days
28,LASCOPA/ADM/188 I,ACCOMODATION FOR LAGOS STATE CONSUMER PROTECTION AGENCY,,LASCOPA,"REQUEST FOR THE APPROVAL FOR THE RELEASE OF FUNDS FOR THE PAYMENT OF LASCOPA OFFICE ACCOMMODATION, SERVICE CHARGE AND DIESEL FOR THE YEAR","₦66,800,000.00","₦66,800,000.00",Approved by MG,,28/01/26,17/02/26,66800000.0,66800000.0,MG,0.0,79,60+ days
130,LASCOPA/ADM/189 I,PROMOTION EXERCISE,,LASCOPA,RECALL CIRCULAR FOR YEAR 2026 PROMOTION EXERCISE,"₦2,000,000.00","₦2,000,000.00",Approved by DG,,28/01/26,02/02/26,2000000.0,2000000.0,DG,0.0,79,60+ days
157,LASCOPA/ADM/203 I,MATTERS AFFECTING PROJECT STAFF ALLOWANCE,,LASCOPA,STAFF ALLOWANCE,"₦7,000,000.00","₦7,000,000.00",Approved by DG,,28/01/26,20/02/26,7000000.0,7000000.0,DG,0.0,79,60+ days
206,CIC/CIC  509,CORRESPONDENCE WITH MEDIA CONSULTANTS,Publicity and Press Coverage -: 004/04002/01/775/11009/0000/40603,Public Affairs,REQUEST FOR FUND TO BOOST MCCTI SOCIAL MEDIA PRESENCE THROUGH ONLINE CAMPAIGN,"₦9,800,000.00",₦0.00,Awaiting Approval - MEBP,,28/01/26,01/01/70,9800000.0,0.0,MEBP,9800000.0,79,60+ days
214,LASCOPA/ADM/191  I,HAZARD ALLOWANCE,,LASCOPA,REQUEST FOR APPROVAL FOR THE RELEASE OF FUNDS FOR HAZARD ALLOWANCE,"₦1,400,000.00","₦1,400,000.00",Approved by DG,,28/01/26,29/01/26,1400000.0,1400000.0,DG,0.0,79,60+ days
218,CIC/AD. 1055 II,COMMUNICATION STRATEGY,Publicity and Press Coverage -: 004/04002/01/775/11009/0000/40603,Public Affairs,"INTEGRATED MEDIA CAMPAIGN FOR THE MINISTRY OF COMMERCE, COOPERATIVES, TRADE AND INVESTMENT (MCCTI)","₦14,035,850.23",₦0.00,Awaiting Approval - Deputy Governor (DG),,28/01/26,01/01/70,14035850.23,0.0,DG,14035850.23,79,60+ days
222,CIC/ADC 1745,CORRESPONDENCES AND REQUESTS FROM VARIOUS ORGANISATION,Publicity and Press Coverage -: 004/04002/01/775/11009/0000/40603,Public Affairs,"REQUEST FOR FUNDS FOR THE DOCUMENTATION, MEDIA COVERAGE AND PUBLICITY OF THE MINISTRY'S ACTIVITIES","₦9,390,000.00",₦0.00,Awaiting Approval - MEBP,,28/01/26,01/01/70,9390000.0,0.0,MEBP,9390000.0,79,60+ days
234,CIC/CC 457,CORRESPONDENCE WITH MEDIA ORGANISATIONS,Publicity and Press Coverage -: 004/04002/01/775/11009/0000/40603,Public Affairs,REQUEST FOR FUND TO PURCHASE COPIES OF LAGOS HISTORY PUZZLE BOOK AND COUNTRY YELLOW PAGES DIRECTORY,"₦2,300,000.00","₦2,300,000.00",Approved by DG,,28/01/26,07/01/26,2300000.0,2300000.0,DG,0.0,79,60+ days
242,CCTI/ADC. 1756 T2     & CCTI/ADC. 1756 T  (2026),LASG - BOI MARCHING FUNDS FOR MSMES (LASMECO),Construction of Cooperatives Area Offices -: 004/04002/02/775/11009/0634/45194,Cooperatives,COMPREHENSIVE UPDATE ON THE LAGOS STATE ACCESS TO FINANCE FOR SMES THROUGH COOPERATIVES (LASMECO),₦0.00,₦0.00,Approved by MG,,28/01/26,28/01/26,0.0,0.0,MG,0.0,79,60+ days
247,CIC/AD 1114   (2026),MEDIA RELATIONS,Publicity and Press -: 004/04002/01/775/11009/0000/40603,Public Affairs,REQUEST FOR FUND FOR YEAR 2026 MINISTERIAL PRESS BRIEFING,"₦4,995,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,28/01/26,01/01/70,4995000.0,0.0,DG,4995000.0,79,60+ days
266,LASCOPA/ADM/056 I,STATIONERIES,,LASCOPA,REQUEST FOR APPROVAL FOR THE PROCUREMENT OF CONSUMABLES,"₦16,500,000.00","₦16,500,000.00",Approved by MG,,28/01/26,02/02/26,16500000.0,16500000.0,MG,0.0,79,60+ days
284,CIC/AD 114 (2026),MEDIA RELATIONS,Publicity and Press Coverage -: 004/04002/01/775/11009/0000/40603,Public Affairs,REQUEST FOR FUND FOR YEAR 2026 MINISTERIAL PRESS BRIEFING,"₦4,995,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,28/01/26,01/01/70,4995000.0,0.0,DG,4995000.0,79,60+ days
301,CCTI/AD/1139   (2026),MEMO'S,Publicity and Press -: 004/04002/01/775/11009/0000/40603,Public Affairs,REQUEST FOR FUND TO PURCHASE ESSENTIAL BUSINESS SUPPORT TOOLS,"₦4,967,500.00","₦4,967,500.00",Approved by DG,,28/01/26,09/03/26,4967500.0,4967500.0,DG,0.0,79,60+ days
306,CIC/AD. 1055 II   (2026),COMMUNICATION STRATEGY,Publicity and Press Coverage -: 004/04002/01/775/11009/0000/40603,Public Affairs,"INTEGRATED MEDIA CAMPAIGN FOR THE MINISTRY OF COMMERCE, COOPERATIVES, TRADE AND INVESTMENT (MCCTI)","₦14,035,850.23","₦11,410,500.00",Approved by DG,,28/01/26,02/02/26,14035850.23,11410500.0,DG,2625350.2300000004,79,60+ days
281,CCTI/ADC. 2024   (2026),TECHNICAL CONSULTATION & SUPPORT ON EASE OF DOING BUSINESS,Investment Support Services -: 004/04002/01/881/11009/0000/40411,Investment,TECHNICAL CONSULTANCY AND SUPPORT ON EASE OF DOING BUSINESS - (WORLD BANK SABER PforR IMPLEMENTATION),"₦135,000,000.00","₦100,000,000.00",Approved by MG,,28/02/26,25/02/26,135000000.0,100000000.0,MG,35000000.0,48,31–60 days
13,LASCOPA/ADM/1 T,ICT - MATTER'S,,LASCOPA,REQUEST FOR THE PROCUREMENT OF ALL-IN-ONE DESKTOPS FOR OFFICIAL USE AT THE LASCOPA HEADQUARTER,"₦12,925,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,12925000.0,0.0,MEBP,12925000.0,78,60+ days
20,LASCOPA/SIRD/281 I,STORE OWNERS ASSOCIATION PARLEY ON FOOD SAFETY,,LASCOPA,REQUEST FOR THE RELEASE OF FUND FOR TRADITIONAL MARKET ASSOCIATION PARLEY ON FOOD SAFETY,"₦10,000,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,10000000.0,0.0,MEBP,10000000.0,78,60+ days
34,LASCOPA/ADM/206 I,ANNEX OFFICES EXPENSES,,LASCOPA,REQUEST FOR APPROVAL FOR THE RELEASE OF FUND FOR THE RUNNING OF SEVEN ANNEX OFFICES IN LAGOS STATE CONSUMER PROTECTION AGENCY (LASCOPA),"₦3,500,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,3500000.0,0.0,MEBP,3500000.0,78,60+ days
85,LASCOPA/PRS/106 I,PLANNING UNIT EXPENSES,,LASCOPA,PROCUREMENT OF CONSUMABLE ITEMS FOR Y2026 QUARTERLY & MID-YEAR BUDGET REVIEW WITH THE HOUSE OF ASSEMBLY,"₦2,000,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,2000000.0,0.0,MEBP,2000000.0,78,60+ days
122,LASCOPA/SIRD/280 I,FOOD SAFETY CONFERENCE AND EXHIBITION,,LASCOPA,REQUEST FOR THE RELEASE OF FUND FOR FOOD SAFETY CONFERENCE AND EXHIBITION 2026,"₦10,000,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,10000000.0,0.0,MEBP,10000000.0,78,60+ days
129,LASCOPA/SIRD/279 I,STAKEHOLDERS FORUM ON FOOD SAFETY,,LASCOPA,REQUEST FOR THE RELEASE OF FUND FOR FOOD SAFETY STAKEHOLDERS FORUM,"₦10,000,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,10000000.0,0.0,MEBP,10000000.0,78,60+ days
143,CCTI/INV. 1762 I,CORRESPONCE WITH G.I.Z.,Investment -: 004/04002/01/881/11009/0000/40411,Investment,"RE-PRESENTATION OF MEMO FOR APPROVAL TO PARTNER WITH GIZ TO ORGANIZE TWO (2) WORKSHOP SESSIONS WITH HEADS OF MDA'S, ORGANISED PRIVATE SECTORS AND TRADE ASSOCIATIONS ON THE VALIDATION WORKSHOPS ON BUSINESS INCENTIVES FOR IMPROVMENT OF THE INVESTMENT CLIMATE IN LAGOS STATE","₦22,000,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,29/01/26,01/01/70,22000000.0,0.0,MG,22000000.0,78,60+ days
148,LASCOPA/ADM/036 I,OFFICE FURNITURE,,LASCOPA,REQUEST FOR FUNDS FOR THE PROCUREMENT OF EQUIPMENT AND FURNITURE FOR THE AGENCY,"₦8,100,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,8100000.0,0.0,MEBP,8100000.0,78,60+ days
164,LASCOPA/GM/251 I,CORRESPONCE WITH GENERAL MANAGER,,LASCOPA,OPERATIONAL EXPENSES FOR THE OFFICE OF THE GENERAL MANAGER,"₦7,500,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,7500000.0,0.0,MEBP,7500000.0,78,60+ days
177,LASCOPA/ISRD/113 I,MATTERS AFFEXTING S & RD,,LASCOPA,REQUEST FOR APPROVAL FOR LABORATORY TESTS ON PRODUCTS FROM PUBLIC COMPLAINTS IN THE YEAR 2026,"₦7,635,276.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,7635276.0,0.0,MEBP,7635276.0,78,60+ days
298,LASCOPA/C&M/233 I,MATTERS AFFECTING SERVICING OF IKEDE/EKEDC,,LASCOPA,REQUEST FOR APPROVAL FOR THE RELEASE OF FUNDS FOR IKEDC/EKEDC STAKEHOLDERS PARLEY AND CUSTOMIZED T-SHIRT AND FACE CAP FOR THE YEAR 2026 IN COMPLAINTS AND MEDIATION DEPARTMENT,"₦7,800,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,7800000.0,0.0,MEBP,7800000.0,78,60+ days
300,LASCOPA/SIRD/282 I,WORLD ANTI-COUNTERFEITING DAY PROGRAM,,LASCOPA,REQUEST FOR APPROVAL OF FUND FOR WORLD ANTI-COUNTERFEITING DAY PROGRAM,"₦15,000,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,15000000.0,0.0,MEBP,15000000.0,78,60+ days
335,LASCOPA/ SIRD/ 281 I,STORE OWNERS ASSOCIATION PARLEY ON FOOD SAFETY,,LASCOPA,REQUEST FOR THE RELEASE OF FUND FOR TRADITIONAL MARKET ASSOCIATION PARLEY ON FOOD SAFETY,"₦10,000,000.00",₦0.00,Awaiting Approval - MEBP,,29/01/26,01/01/70,10000000.0,0.0,MEBP,10000000.0,78,60+ days
